epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,54980,0.59616,0.30284,0.90925,0.98022,0.9739,0.9921,0.87594,0.54922,0.23241,0.87345,0.002674,0.002674,0.002674
187,55275.3,0.59782,0.30474,0.91154,0.9802,0.97303,0.99215,0.87684,0.5479,0.23166,0.87308,0.0026344,0.0026344,0.0026344
188,55570.6,0.59634,0.30256,0.91094,0.98058,0.97239,0.99216,0.87771,0.54692,0.231,0.87293,0.0025948,0.0025948,0.0025948
189,55865.9,0.58935,0.30074,0.90996,0.9807,0.97192,0.9922,0.8783,0.54577,0.2307,0.87283,0.0025552,0.0025552,0.0025552
190,56161.2,0.58966,0.29988,0.90849,0.98137,0.97209,0.99227,0.87815,0.54467,0.23011,0.87245,0.0025156,0.0025156,0.0025156
191,56456.4,0.58663,0.29881,0.90577,0.98097,0.97202,0.99224,0.87884,0.54356,0.23013,0.87198,0.002476,0.002476,0.002476
192,56751.8,0.5871,0.29981,0.90443,0.98097,0.9718,0.99221,0.87801,0.54242,0.2303,0.87157,0.0024364,0.0024364,0.0024364
193,57047,0.58439,0.29745,0.90405,0.98097,0.97191,0.99229,0.87916,0.54141,0.22982,0.87106,0.0023968,0.0023968,0.0023968
194,57342.3,0.58206,0.29504,0.90469,0.98098,0.97215,0.99226,0.8791,0.54039,0.22929,0.87066,0.0023572,0.0023572,0.0023572
195,57637.5,0.58159,0.29596,0.90345,0.98216,0.97183,0.99226,0.87962,0.53921,0.22896,0.87008,0.0023176,0.0023176,0.0023176
196,57932.9,0.57951,0.29291,0.89864,0.98234,0.97152,0.9923,0.87987,0.53795,0.22853,0.8695,0.002278,0.002278,0.002278
197,58228.2,0.57534,0.29117,0.89889,0.98377,0.97152,0.99232,0.88034,0.5368,0.22807,0.86889,0.0022384,0.0022384,0.0022384
198,58523.5,0.57265,0.2895,0.89874,0.98408,0.97152,0.99236,0.88075,0.53526,0.22757,0.8682,0.0021988,0.0021988,0.0021988
199,58818.9,0.5692,0.28925,0.89763,0.98383,0.97152,0.99253,0.88093,0.5344,0.22722,0.86779,0.0021592,0.0021592,0.0021592
200,59114.3,0.56716,0.28728,0.89628,0.98295,0.97152,0.99253,0.88161,0.53337,0.22728,0.86725,0.0021196,0.0021196,0.0021196
201,59409.8,0.56692,0.28933,0.90069,0.98418,0.97152,0.99252,0.88209,0.53195,0.22625,0.86696,0.00208,0.00208,0.00208
202,59705.1,0.56487,0.28685,0.90043,0.98327,0.97152,0.99251,0.88193,0.53084,0.22583,0.8666,0.0020404,0.0020404,0.0020404
203,60000.6,0.56139,0.28663,0.89795,0.98337,0.97152,0.99252,0.88241,0.52943,0.22523,0.86625,0.0020008,0.0020008,0.0020008
204,60296.1,0.56213,0.28519,0.89661,0.98338,0.97152,0.99256,0.88243,0.5285,0.22408,0.86596,0.0019612,0.0019612,0.0019612
205,60591.5,0.55677,0.28276,0.89697,0.98296,0.97173,0.9926,0.88303,0.52743,0.22382,0.86565,0.0019216,0.0019216,0.0019216
206,60887,0.55159,0.28018,0.89469,0.98315,0.97112,0.99263,0.88384,0.52645,0.22361,0.86522,0.001882,0.001882,0.001882
207,61182.3,0.55462,0.28044,0.89663,0.98374,0.97084,0.99265,0.88399,0.52539,0.22392,0.86479,0.0018424,0.0018424,0.0018424
208,61477.6,0.54434,0.27658,0.89075,0.98421,0.97072,0.99266,0.88461,0.52424,0.22359,0.86469,0.0018028,0.0018028,0.0018028
209,61773,0.54441,0.27574,0.88928,0.9844,0.97072,0.99267,0.88471,0.52314,0.22283,0.86436,0.0017632,0.0017632,0.0017632
210,62068.4,0.54432,0.27637,0.88925,0.98464,0.97072,0.99267,0.88503,0.52227,0.22263,0.864,0.0017236,0.0017236,0.0017236
211,62363.9,0.54228,0.27615,0.89253,0.98459,0.97072,0.99267,0.88533,0.52141,0.22184,0.8639,0.001684,0.001684,0.001684
212,62659.3,0.53852,0.27363,0.89197,0.98387,0.97072,0.99266,0.88568,0.52034,0.22158,0.86366,0.0016444,0.0016444,0.0016444
213,62954.8,0.53337,0.27293,0.89041,0.98256,0.97191,0.99264,0.88581,0.51975,0.22187,0.86341,0.0016048,0.0016048,0.0016048
214,63250.2,0.5346,0.27202,0.8904,0.98177,0.97198,0.99266,0.88653,0.51866,0.22149,0.86317,0.0015652,0.0015652,0.0015652
215,63545.7,0.53345,0.26986,0.8874,0.98176,0.9716,0.99264,0.88638,0.51749,0.22118,0.86268,0.0015256,0.0015256,0.0015256
216,63841.4,0.53004,0.26704,0.88253,0.98335,0.97141,0.99265,0.88666,0.51665,0.22073,0.86247,0.001486,0.001486,0.001486
217,64137,0.52519,0.26532,0.88213,0.98375,0.97142,0.99261,0.8866,0.51552,0.22024,0.8621,0.0014464,0.0014464,0.0014464
218,64432.7,0.52479,0.26664,0.8839,0.98297,0.9723,0.99262,0.88707,0.51421,0.21929,0.8617,0.0014068,0.0014068,0.0014068
219,64728.3,0.52038,0.26401,0.88337,0.98336,0.97217,0.99261,0.88785,0.51297,0.21874,0.86142,0.0013672,0.0013672,0.0013672
220,65024,0.51923,0.26343,0.88293,0.98313,0.97232,0.99264,0.88804,0.51227,0.21865,0.86122,0.0013276,0.0013276,0.0013276
221,65319.8,0.51736,0.26305,0.88514,0.98323,0.97192,0.99265,0.88892,0.51116,0.21811,0.86095,0.001288,0.001288,0.001288
222,65615.2,0.51391,0.26126,0.88299,0.98258,0.97263,0.99266,0.88951,0.51015,0.21835,0.86081,0.0012484,0.0012484,0.0012484
223,65910.7,0.51264,0.26115,0.88115,0.98156,0.97353,0.99267,0.88956,0.5089,0.21854,0.86071,0.0012088,0.0012088,0.0012088
224,66206.3,0.50833,0.25905,0.88135,0.9818,0.97387,0.99266,0.89006,0.50811,0.21804,0.86045,0.0011692,0.0011692,0.0011692
225,66502,0.50815,0.25888,0.88063,0.98131,0.97473,0.99269,0.89024,0.50722,0.21844,0.86032,0.0011296,0.0011296,0.0011296
226,66797.6,0.50375,0.25718,0.87781,0.98297,0.97264,0.99268,0.89046,0.50612,0.21818,0.85993,0.00109,0.00109,0.00109
227,67093.4,0.50112,0.25578,0.8766,0.98239,0.97353,0.99267,0.89065,0.50502,0.21771,0.85977,0.0010504,0.0010504,0.0010504
228,67389.2,0.49767,0.25282,0.87615,0.98203,0.97393,0.99266,0.891,0.50399,0.21762,0.85946,0.0010108,0.0010108,0.0010108
229,67684.9,0.49613,0.25231,0.87556,0.98301,0.97312,0.99265,0.89146,0.50339,0.21768,0.85943,0.0009712,0.0009712,0.0009712
230,67980.6,0.4897,0.24983,0.87526,0.98292,0.97312,0.99266,0.89137,0.50255,0.21738,0.85925,0.0009316,0.0009316,0.0009316
231,68276.2,0.49008,0.24941,0.87348,0.98362,0.97272,0.99265,0.89207,0.50162,0.21701,0.85908,0.000892,0.000892,0.000892
232,68571.7,0.48697,0.24684,0.87156,0.98319,0.97312,0.99266,0.89216,0.50108,0.21712,0.85893,0.0008524,0.0008524,0.0008524
233,68867.3,0.48515,0.24659,0.87139,0.98326,0.97312,0.99267,0.89249,0.50022,0.21707,0.85872,0.0008128,0.0008128,0.0008128
234,69162.8,0.48397,0.24667,0.87159,0.98457,0.97267,0.99272,0.89308,0.49909,0.21705,0.85836,0.0007732,0.0007732,0.0007732
235,69458.4,0.4822,0.24554,0.87095,0.98497,0.97262,0.99272,0.8937,0.49838,0.21662,0.85799,0.0007336,0.0007336,0.0007336
236,69754,0.47959,0.24275,0.87086,0.98497,0.97253,0.99269,0.89354,0.49743,0.21624,0.85781,0.000694,0.000694,0.000694
237,70049.4,0.47526,0.24197,0.86974,0.98537,0.97272,0.99269,0.89393,0.49692,0.21644,0.85763,0.0006544,0.0006544,0.0006544
238,70345.2,0.47433,0.23994,0.86948,0.98517,0.97272,0.99269,0.89358,0.49592,0.21589,0.85742,0.0006148,0.0006148,0.0006148
239,70641,0.469,0.23873,0.86838,0.98418,0.97303,0.99271,0.89459,0.49497,0.21558,0.85721,0.0005752,0.0005752,0.0005752
240,70936.5,0.46879,0.23936,0.8674,0.98538,0.97192,0.9927,0.89431,0.49409,0.21534,0.857,0.0005356,0.0005356,0.0005356
241,71231.6,0.45588,0.20758,0.85006,0.98545,0.97232,0.99271,0.89439,0.49277,0.2152,0.85664,0.000496,0.000496,0.000496
242,71526.7,0.44389,0.20147,0.8464,0.98537,0.97285,0.99272,0.89454,0.49189,0.21463,0.85643,0.0004564,0.0004564,0.0004564
243,71821.6,0.43878,0.20063,0.843,0.98617,0.97232,0.99274,0.89519,0.49057,0.21415,0.85613,0.0004168,0.0004168,0.0004168
244,72117.1,0.43423,0.19842,0.84232,0.98617,0.97215,0.99277,0.8961,0.48923,0.21387,0.85561,0.0003772,0.0003772,0.0003772
245,72413.5,0.43031,0.19725,0.83986,0.98656,0.97189,0.99279,0.89593,0.4884,0.21343,0.85543,0.0003376,0.0003376,0.0003376
246,72708.8,0.42686,0.19556,0.8402,0.98656,0.97165,0.99281,0.89637,0.4872,0.21328,0.85516,0.000298,0.000298,0.000298
247,73003.7,0.42104,0.19386,0.83892,0.98656,0.97172,0.99281,0.89639,0.48627,0.21248,0.85486,0.0002584,0.0002584,0.0002584
248,73298.5,0.41858,0.19248,0.83827,0.98669,0.97152,0.99283,0.897,0.48557,0.21248,0.85468,0.0002188,0.0002188,0.0002188
249,73593.4,0.41579,0.19176,0.83819,0.98698,0.97152,0.99284,0.89794,0.4848,0.21203,0.85452,0.0001792,0.0001792,0.0001792
250,73888.3,0.41136,0.18895,0.83586,0.9869,0.97152,0.99276,0.89794,0.48397,0.21233,0.8544,0.0001396,0.0001396,0.0001396
